team,season,xgf60,xga60,ev_xgf60,ev_xga60,pp_xgf60,pp_xga60,pk_xgf60,pk_xga60,hdf,hda,hdf_percent,xgoals_percentage,corsi_percentage,fenwick_percentage,penalties_drawn_per60,penalties_taken_per60,penalty_diff,gsa_per60,save_percent,hd_save_percent
NYI,2013,2.821540475612957,2.806588272821215,2.292941078423202,2.3296941411784315,6.270610942608422,0.7671642966872809,1.378348623853211,7.398165137614679,77.62,78.58,0.49692701664532657,0.5,0.5,0.5,4.234463830621447,4.36604321518878,-0.13157938456733298,-0.31543167009459766,0.8941176470588236,0.5450236966824644
PIT,2013,2.5624822450896185,2.370578818433691,2.0717934940032157,2.0331051042982904,6.623889209463358,0.5359492210040392,0.5404516102496607,6.23074075597417,70.58,55.05,0.5618084852344185,0.52,0.49,0.5,3.9463525983162495,4.295267919508845,-0.3489153211925955,-0.08385999271422029,0.9135226791013141,0.6521739130434783
DAL,2013,2.8982235875517564,2.8779083745158274,2.3725211328828926,2.3260309006427433,6.182564392867252,1.1017548825360883,1.0332020258863253,7.378901346262067,76.98,83.41,0.4799551094207869,0.5,0.51,0.51,4.0750634433017225,4.315480165620409,-0.24041672231868638,0.20928275677841587,0.9109149277688604,0.7295081967213115
WSH,2013,2.6022115900021836,2.8855889301383733,2.0738892907925264,2.321450844413401,7.789498249708284,0.9843640606767795,0.5358901656469184,7.202954782868229,66.36,79.21,0.4558631586178471,0.47,0.48,0.47,4.204800381171706,4.276270076035814,-0.07146969486410804,0.15782890949157252,0.9167575427117411,0.6666666666666667
LAK,2013,2.8339759333251133,2.4367658281208864,2.4747268023323166,1.982469011854655,5.722700593961973,0.6769057744350332,0.6889456455268175,6.074894780387783,75.87,69.73,0.5210851648351648,0.54,0.56,0.55,4.402781897008494,4.186841640479467,0.21594025652902715,0.42132343384996823,0.9218604651162791,0.6799999999999999
CHI,2013,2.781655333553006,2.306683042267022,2.4374210067775675,1.9513504006413536,5.3101855670103095,0.9397113402061855,0.7286686442156691,5.912580701448264,73.92,57.05,0.5644040619989311,0.55,0.55,0.55,3.378965341640955,3.5107689542581553,-0.1318036126172002,-0.23353203726447602,0.9048900852400179,0.6049382716049383
WPG,2013,2.7412054537656716,2.803083950888182,2.3431810101432604,2.277076231308167,5.398957730167921,0.62387294234428,1.204981837052413,6.928311957891616,78.95,85.05,0.4814024390243903,0.49,0.5,0.51,4.4404105285205615,4.105285205613349,0.33512532290721264,0.03830003690368126,0.9065911847957946,0.6778242677824268
COL,2013,2.6377149557928963,2.9061157046818886,2.160318899251183,2.4646143529499422,6.24922691182616,0.5069786878395319,0.508441077163798,6.405171703862307,75.3,80.79,0.482413991927734,0.48,0.47,0.46,3.597865266608479,3.7657656457168747,-0.16790037910839573,0.3156527127237838,0.9193427931292009,0.6375545851528384
WPG,2014,2.768871471059863,2.6913828322011004,2.307726111439022,2.103460012321797,6.474249518039108,0.7435968052877995,0.9027374112875972,6.6488678607637715,82.06,77.57,0.5140637724738458,0.51,0.52,0.51,4.862501912930076,4.335531262267704,0.5269706506623724,0.2481552700391901,0.9131914893617021,0.6220095693779905
BOS,2014,2.529870422759428,2.4348316358173117,2.145723302716704,2.048983913136595,5.868156847887858,0.6563743133169161,0.8796083697959537,6.2695490187583935,62.99,62.62,0.5014728126741501,0.51,0.52,0.51,3.5818638294767493,3.2117379004308186,0.37012592904593067,0.03498287006788967,0.9179256839526337,0.6538461538461539
BUF,2014,2.0692253481140552,3.14249546591672,1.7596587687073153,2.640301782588328,5.681872200383947,1.0432397842581589,0.5215692658310271,6.957675402897607,53.09,76.61,0.4093292212798767,0.4,0.38,0.39,3.823660065664882,3.4990096827310713,0.32465038293381054,-0.09198427516457944,0.9079082505991098,0.6318181818181818
FLA,2014,2.5620684277414068,2.481078013996131,2.1720521320183654,2.037151269328172,6.517774343122102,0.9149922720247295,0.6274404921101899,6.282428456806633,66.57,64.27,0.5087893610516662,0.51,0.51,0.5,3.7747744459450043,3.7389379796860327,0.03583646625897163,-0.0633110903908499,0.9121287128712872,0.6451612903225806
NSH,2014,2.55622789888459,2.312520999178329,2.2447221774043413,1.8378364960967073,5.257032158078264,0.39612553273924833,0.7104419101924446,6.164647184604419,63.5,64.47,0.49621004923028833,0.53,0.53,0.53,3.4011184037630526,3.628658015282412,-0.2275396115193593,-0.10658434434327883,0.9128559102674719,0.5862068965517242
SJS,2014,3.0560163268037273,2.8439150872379932,2.4973279311973355,2.4069498645323257,7.222915532476234,1.0628585786674485,1.0039147455415398,6.956067855589387,87.88,86.39,0.5042749756125553,0.52,0.52,0.52,3.5049097509158735,3.878285016477358,-0.3733752655614846,0.12188895766071703,0.9072249589490968,0.6382113821138211
CHI,2014,2.8884001722003263,2.5694291025226015,2.428237962947742,2.3544129008926076,5.576894747044001,0.8471409187827098,0.8879001837701905,5.551987619692427,75.26,61.43,0.5505889238422709,0.53,0.54,0.53,3.0155080410210546,3.6402348064915517,-0.6247267654704971,0.3348295183396685,0.9249091643116674,0.6101694915254237
VAN,2014,2.646844428677093,2.7696200328660026,2.118644994887805,2.338431502901118,6.606968702899193,0.6654845287702811,0.8212981505477677,5.170927082106255,72.32,77.97,0.48120300751879697,0.49,0.49,0.5,4.060390442753917,3.6627854439085774,0.3976049988453396,0.11892004056374235,0.9100939926440539,0.6623931623931624
ANA,2014,2.5994589624338693,2.4662118042136965,2.249190694873146,2.0421591507942485,5.393800229621125,0.6724366334010422,1.1365382180390833,5.196471531676023,62.71,64.27,0.49385730036226183,0.51,0.51,0.52,4.101757705787503,3.6220199624205436,0.4797377433669596,-0.1843392278887542,0.9066328686100549,0.6032608695652174
NYR,2014,2.8236734284328646,2.53878957138318,2.3390577917146427,2.3112766113819543,6.577785834050845,0.727602302080029,0.9724950884086444,4.450973388105019,82.37,66.8,0.5521887779044043,0.53,0.5,0.5,3.407528805792933,3.323243640985334,0.08428516480759907,0.28717159723731955,0.9226633581472291,0.6567164179104478
EDM,2014,2.4829281289549057,2.9478851661893026,2.06816627676804,2.5937736188590965,5.844421234276372,0.7487398392443576,0.7855105533371364,6.540787221905306,64.68,80.36,0.44594594594594594,0.46,0.49,0.48,3.2611736495037635,3.4410177845866916,-0.17984413508292807,-0.36124691933657493,0.887987012987013,0.6495726495726496
DAL,2014,3.060972751441448,2.8341179543156385,2.5560181440085383,2.338137570888269,5.9499780605528745,0.9951733216322949,1.0661840319197071,6.468183126979556,87.59,81.92,0.516724677010206,0.52,0.52,0.52,3.8090391015810727,4.206818501429729,-0.3977793998486563,-0.2637397960208666,0.8952730236348818,0.5733333333333333
CAR,2014,2.6160257649812295,2.4904814930886636,2.240390302802854,2.1751875435970027,5.913865453421088,0.6090375016564336,0.4745333755140778,5.286301803226827,70.06,64.2,0.5218233278712946,0.51,0.53,0.52,2.7725360236312353,3.3246427642677583,-0.552106740636523,-0.13802668515913077,0.902101028162718,0.6206896551724138
TOR,2014,2.5916719828723545,3.2201710760556983,2.1633530906011855,2.650770533446232,5.347434042079484,0.9244127796949794,1.0024955436720142,7.10873440285205,65.96,97.15,0.4043896756789896,0.45,0.47,0.46,4.004021389516999,4.220454978139539,-0.21643358862254036,0.1299803940560924,0.9064774381368268,0.6867924528301887
CBJ,2014,2.537155661966007,2.8317466245619185,2.056713041129196,2.25091173093807,6.199754642751385,0.593933753542874,0.764266304347826,6.668070652173913,70.49,78.52,0.47305549963089727,0.47,0.47,0.47,4.645749899128671,3.94948764034453,0.6962622587841416,-0.14537475782544776,0.9095550692924872,0.6100917431192661
STL,2014,2.6035409137089656,2.31154044736097,2.25435871057664,1.9664411434070743,5.899001712543336,0.6405747462512009,0.39022074531212914,5.08426299549015,67.57,61.72,0.5226235594400186,0.53,0.52,0.53,4.185140154227944,3.981279459036325,0.20386069519161865,-0.0508452557419098,0.9117778772951187,0.6741573033707865
CGY,2014,2.645619753020457,2.6755538339266276,2.124091818252759,2.4070872059832182,6.264163159598575,0.6176756231790224,1.1484491623818212,6.299552164538066,72.91,67.04,0.5209717756341551,0.5,0.47,0.48,2.897234336701641,3.7988632796585833,-0.9016289429569424,0.11492763592891159,0.9109531772575251,0.6145833333333333
MTL,2014,2.4812917527935054,2.5751175818579433,2.098043121047652,2.21172135637106,5.081306101209834,0.7524391830362951,0.6780424983902125,5.259175788795878,71.4,65.25,0.5225027442371021,0.49,0.48,0.49,3.8824480992181183,3.6787394026542044,0.20370869656391388,0.37027051316617243,0.9255060728744939,0.6335078534031413
LAK,2014,2.573377904976907,2.439449244096539,2.3087832979312513,1.9564926316833482,5.123188713721158,0.6883950197594867,0.8449612403100775,6.04031007751938,66.77,69.19,0.4911003236245955,0.51,0.54,0.54,3.570629468713578,3.714897326035339,-0.14426785732176084,0.07105191973096713,0.9110609480812641,0.6402116402116402
TBL,2014,2.862789747573856,2.6260221952836695,2.5677971525238603,2.125290656745583,4.69704719832597,0.7449430365031388,1.036649214659686,7.051342678601587,71.51,73.75,0.49228968745697377,0.52,0.51,0.51,3.990328910796927,4.303768643971308,-0.313439733174381,0.1426150785943435,0.909925666812418,0.6712962962962963
COL,2014,2.4672956831830586,3.047448760855188,1.9900294791463102,2.607469990727998,5.913832599118943,0.8405286343612335,0.4451076529524622,6.0826263056917504,70.27,82.07,0.46127084153866355,0.45,0.44,0.45,3.46967194318246,3.637173347336096,-0.167501404153636,0.3793906804079857,0.9179845531445384,0.6768558951965066
NJD,2014,2.2344239772712116,2.645582958744048,1.891267878667379,2.0940688181129072,5.733888752756677,0.9438863023768684,0.63945780889253,6.084903552543382,57.76,69.78,0.45287752861847264,0.46,0.46,0.45,3.769457523575783,3.1572207920395887,0.6122367315361941,0.136612823625135,0.9169976171564734,0.634020618556701
ARI,2014,2.3854987555300506,3.0260437866584815,1.9926847836880606,2.393813511634835,6.818918547685546,0.8060070509592052,0.6301338519620181,7.837547191396865,64.52,91.36,0.413908134462407,0.44,0.48,0.47,3.9876420464023807,3.42312645549602,0.5645155909063608,-0.18088520849042128,0.9019103600293902,0.578740157480315
PHI,2014,2.6793015204973396,2.7808671581204383,2.1377220290836423,2.3260472836274455,7.332807112292801,0.8808940218520211,0.4830805134189031,5.936989498249709,75.65,78.14,0.491904545158983,0.49,0.5,0.49,3.775851939870487,3.6683118529754415,0.10754008689504557,0.11626278283208798,0.9101168883514712,0.6192660550458715
DET,2014,2.701264536187259,2.464261158111865,2.066563349508397,1.9008663397779528,7.251606194525941,0.7286366843688491,0.6100517254690032,6.607735659692735,79.46,73.94,0.5179921773142112,0.52,0.53,0.52,3.9819437386027325,4.077606050641236,-0.09566231203850384,-0.05883232190367987,0.909130060292851,0.5902439024390245
MIN,2014,2.7947508109702155,2.2972306372483313,2.453817216941524,2.015198334061062,5.877641277641278,0.686977886977887,0.6313253012048192,4.512449799196787,72.18,50.38,0.5889360313315928,0.55,0.51,0.52,3.486501702367229,3.679526018069221,-0.19302431570199197,-0.0914452695638188,0.912621359223301,0.6283783783783784
NYI,2014,3.1355658060264777,2.52896423650632,2.708368304122439,2.1984201431745247,6.365054602184087,0.7171486859474379,1.138623473506719,6.511675438148281,93.72,72.3,0.5645102999638598,0.55,0.53,0.54,3.210926735757503,3.8339423710537353,-0.6230156352962322,-0.15479542323129442,0.9034898750538561,0.6482412060301508
PIT,2014,2.786007051123981,2.603544222810186,2.2777980066557713,2.1284242080394264,7.0049013747758515,0.8851165570830842,0.6846792452830188,6.223245283018868,82.16,72.52,0.5311611068011378,0.52,0.52,0.52,4.654541576972549,4.354635547528441,0.2999060294441076,0.15631102254626886,0.9150354019158684,0.6839622641509434
WSH,2014,2.829705847072465,2.585000466486292,2.3377387180958684,2.1000741445105833,7.9337314582932,0.6553650549027162,0.5225275380761124,6.247425140175767,75.27,70.82,0.5152303374632077,0.52,0.51,0.51,4.2103719894973946,3.862506497487638,0.3478654920097566,0.19792346959175786,0.9159628378378378,0.6536585365853659
OTT,2014,2.691190514085628,2.4796673563584277,2.1495940142262784,2.1011273654543015,6.049447503603237,0.906020178129273,0.8899194340734918,5.513539005698566,78.64,64.53,0.5492770831878186,0.52,0.51,0.5,3.8795161547031674,4.130192583160911,-0.2506764284577434,-0.0032229826515996767,0.9210626185958254,0.6632124352331606
FLA,2015,2.6926537733893987,2.6613676322140294,2.153991904957262,2.2132202113846584,5.233093190797118,0.6790611201487334,0.5451902108068815,6.187545432517568,74.58,79.34,0.48453742203742195,0.5,0.49,0.49,4.115330877683221,4.127364008904517,-0.01203313122129579,0.2547413879548355,0.9173212071103762,0.6529680365296804
LAK,2015,2.821119644773754,2.602045627045878,2.4596515169165736,2.0390753715322267,6.570439414114514,0.5752330226364847,0.5567010309278351,6.669576341334938,74.95,76.96,0.4933842406688171,0.52,0.55,0.55,4.14073967573568,3.62314721626872,0.5175924594669596,0.29093511035619574,0.9148558758314855,0.7110091743119267
TBL,2015,2.592086012268292,2.519120548717467,2.184096220225972,2.014295821452308,5.230978260869565,0.5434782608695652,0.509541081848289,5.816432739315565,66.19,65.05,0.504343188052423,0.51,0.51,0.51,3.9865236708232104,4.179809666984336,-0.19328599616112552,0.12720634622354066,0.9163498098859315,0.6781609195402298
SJS,2015,2.9377198094817016,2.4481601318354467,2.3785319180744504,1.915233966213186,6.6348894734775605,0.6162786132160667,0.5995881949210707,6.740425531914894,82.98,72.82,0.5326059050064185,0.55,0.52,0.53,3.4606804799131816,3.906830925058783,-0.44615044514560154,-0.04787073695210915,0.9077951002227171,0.558974358974359
COL,2015,2.4347446119095957,3.0419484518063378,1.992851685202479,2.5179217251039985,5.068180896369904,0.9739200973433381,0.8516539543989885,6.2346942937553536,68.3,87.16,0.43934130966164936,0.44,0.45,0.46,3.6301544832407866,3.7390591177380106,-0.10890463449722398,0.13782486521370838,0.909433962264151,0.6804979253112033
BOS,2015,2.683449889692713,2.8677216439970405,2.2778968572724736,2.3805318205844284,6.183886951734263,0.8258396035969903,0.7498556192969622,5.445809109459824,67.26,84.8,0.44232539786926217,0.48,0.5,0.5,4.194020307253499,3.7240007900612966,0.4700195171922026,0.11991523579647204,0.9085072231139647,0.5775862068965517
VAN,2015,2.3222596341183173,2.9072307092829237,1.9359671278631871,2.4593583484562247,4.805931386922465,0.9123277342604617,0.8625588397438616,5.7554811076714305,52.9,73.2,0.4195083267248216,0.44,0.47,0.47,3.752735120445213,3.716766413220498,0.03596870722471479,0.0417237003806687,0.9104197901049476,0.6509433962264151
WSH,2015,2.8957793967126255,2.661207778915046,2.422378088122047,2.204491435469436,7.004560260586319,0.7129641693811075,0.4859752647320346,5.72694204187212,75.52,70.37,0.5176502844608952,0.52,0.51,0.51,3.75699921729183,3.769040881449816,-0.012041664157986354,0.361249924739599,0.9181311615945135,0.7378640776699029
CAR,2015,2.832485788216958,2.678429060973295,2.3719876781958167,2.3769293191920577,6.415642458100558,0.6776106574989257,0.42719633307868604,4.9466768525592055,80.46,67.34,0.5443843031123139,0.51,0.53,0.52,2.9372683404433877,3.380855804102185,-0.4435874636587971,0.028893129389667566,0.9022988505747126,0.6950000000000001
CBJ,2015,2.8891035949143644,2.995617099663342,2.4484393900708628,2.338139824957202,6.388758782201405,0.7853239656518345,0.7441508291057772,6.772317710305141,91.19,94.71,0.49053254437869825,0.49,0.48,0.48,4.380894432613325,4.067973401712373,0.31292103090095225,0.010831881838879169,0.9027450980392157,0.6693227091633467
NSH,2015,2.645065643061045,2.208699086050473,2.0973141300116778,1.8664724569620412,6.339731981166244,0.4940239043824701,0.502170340090185,4.504361751443382,75.42,57.0,0.5695514272768464,0.54,0.52,0.53,3.6986342629002085,3.782967943161777,-0.0843336802615684,-0.35745432762296137,0.9050378956754347,0.5123456790123457
NYR,2015,2.4731010590714613,2.7513611128793944,2.0808496482387295,2.324359621995244,5.309527130701632,0.7733296136141722,0.8950786056049214,5.622693096377307,66.42,71.7,0.4808861859252824,0.47,0.48,0.48,3.6064046852436937,3.304865831962448,0.3015388532812455,0.1581269746606852,0.9137931034482758,0.6176470588235294
CHI,2015,2.719109785322854,2.6842385748521056,2.1757613506523508,2.318020385181763,5.419151451464601,0.5248916327334822,0.8044785786989914,5.974460997501619,77.76,75.76,0.5065138092756644,0.5,0.5,0.5,3.113070000502757,3.547451861038025,-0.43438186053526806,0.18654287677431258,0.9181170886075949,0.6784140969162995
BUF,2015,2.4744763195944794,2.6175304791512923,1.9671710737212418,2.194277541693723,6.018816437909828,0.8240133588563515,0.6891297978318195,6.0105479050688535,63.56,66.64,0.48817204301075273,0.49,0.48,0.48,3.2337452874607218,3.6785355314608954,-0.44479024400017364,0.03293852077190486,0.9144448865897334,0.6153846153846154
DET,2015,2.6363299518311183,2.675986660925123,2.201163870016148,2.2486172156126423,6.0349210119966745,0.7041216296472265,0.5989566866898514,5.6168194751817895,65.58,74.86,0.46696097977784107,0.5,0.51,0.5,3.9416365402525613,3.8815506173828576,0.06008592286970371,0.04422323923210199,0.9102091020910209,0.6220095693779905
PIT,2015,2.9000147115860426,2.476441401077958,2.4075001885101,1.966989786941696,6.041866125760649,0.9916430020283976,0.7205257054503286,5.996134518747584,72.99,68.34,0.5164508596900871,0.54,0.52,0.52,3.899907718233005,3.815650452715625,0.08425726551737966,0.08112770994102002,0.9183087027914614,0.6526315789473685
NJD,2015,2.3004427704205317,2.6245266764169655,1.928533396438502,2.054952206286289,4.9816721064524225,0.7742907356264123,0.7813694820994092,5.8282933611400765,66.13,73.5,0.473608823318771,0.47,0.46,0.47,3.834672329853946,3.7264840823032075,0.1081882475507383,0.1963015647226175,0.9140059599829715,0.6634615384615384
MIN,2015,2.658632118107864,2.43362458571859,2.1529020239864374,2.1055821838960167,6.726262382217927,0.566803575742933,0.6149386614213986,5.853097986438222,76.99,56.74,0.5757122560382861,0.52,0.49,0.49,2.9165411268454355,3.6155468514612834,-0.6990057246158479,-0.024947273275082775,0.9130805283340435,0.6190476190476191
PHI,2015,2.884261275789264,2.832312014762847,2.2653531185458804,2.319857166485015,6.750420387877882,0.8232876200440941,0.74206672091131,6.4888992212019065,92.27,83.58,0.5247085584304805,0.5,0.51,0.51,4.141577031138302,4.30915529251384,-0.16757826137553877,0.31863809412977345,0.9166335847558555,0.6610169491525424
TOR,2015,3.056359075625767,2.9063750867267975,2.4840782063990887,2.490759918165904,6.72876932342903,0.543505320216824,0.8813737252549491,5.663467306538692,87.05,76.88,0.531019337522113,0.51,0.52,0.51,3.8906975503015424,3.866680898756471,0.024016651545071266,0.02437690131824733,0.9041150619256891,0.6403940886699507
NYI,2015,2.6604729223484282,2.711181706476459,2.189354258012345,2.3211602306482613,6.475690607734807,0.5917127071823205,1.1409854216645137,5.180107030817494,73.0,67.29,0.5203507021170432,0.5,0.49,0.5,3.488476638595019,3.4645008541373215,0.023975784457697547,0.1817364461893487,0.9154647435897436,0.586021505376344
EDM,2015,2.6564741462370196,2.8649502194625844,2.3055605572700966,2.3797292374176635,6.477114532798987,0.8838641636785488,0.6207388615823687,6.354368162359283,70.54,79.73,0.4694217075929993,0.48,0.49,0.48,3.709452949363023,3.540841451664704,0.16861149769831885,-0.049619955036934005,0.9050608081600627,0.6545454545454545
WPG,2015,2.7472836199179973,2.9152851486675404,2.340143233433049,2.291888119625023,5.52378709373528,0.7390485162505888,0.9728256755733858,7.422905154795246,69.99,93.58,0.42789019991440974,0.49,0.51,0.5,4.344867122833015,4.019002088620538,0.3258650342124767,0.06698336814367577,0.902600082542303,0.6098484848484849
ANA,2015,2.7737005311062144,2.2846139936106518,2.1647669620510044,1.9381384022187649,7.319423832387604,0.46198166739415103,0.7807959570435882,4.878079595704359,79.28,57.18,0.5809761102154477,0.55,0.52,0.53,4.520765382322803,4.062661156914092,0.4581042254087109,0.01820361527281971,0.9167773351040284,0.6727272727272727
OTT,2015,2.6999850107423016,2.938613993304798,2.1861149455690656,2.4040866596682067,5.602465331278891,0.559322033898305,0.8921516284036305,6.864922584089696,77.51,79.23,0.4945132065841521,0.48,0.48,0.47,3.945172626284496,3.753310127741785,0.1918624985427111,0.04868510900521295,0.9103422619047619,0.5638766519823788
CGY,2015,2.606803778909023,2.7001839855492586,2.1956997372015494,2.2382955050255533,5.030338802974855,0.6785503482469603,1.033243138770777,7.147468109779668,70.31,74.83,0.4844288273391209,0.49,0.49,0.49,3.3901599568354484,3.800357246986357,-0.4101972901509088,-0.400424942944372,0.8918805216659655,0.5841121495327103
DAL,2015,3.115691168182916,2.748691731744626,2.531004037910329,2.3103207314266587,6.938220070128569,1.094005677074637,0.9444687363358111,6.479055531263664,97.06,74.1,0.5670717457349849,0.53,0.52,0.52,3.6470493519040335,3.7195072860478224,-0.07245793414378898,-0.004709765719346104,0.9038785834738617,0.6355140186915889
MTL,2015,2.6806867988258474,2.6166311472113875,2.2241683616009142,2.1421727656284144,5.982669251770664,0.8176314644086574,0.9115483319076133,6.397775876817793,77.62,74.06,0.5117352320675106,0.51,0.51,0.51,3.7154690578632033,3.8722908038119748,-0.15682174594877152,-0.19409706863967194,0.9032392026578073,0.5909090909090908
ARI,2015,2.4346393250227827,2.752179922185269,1.9796017907223857,2.271830961381016,6.234140054417872,0.8661033939567521,0.6187212276214834,5.947826086956522,70.11,74.15,0.4859975045057535,0.47,0.48,0.47,4.515541088128377,4.346056972220074,0.16948411590830315,-0.20168609793088138,0.9039748130657221,0.5961538461538461
STL,2015,2.582782780116149,2.6810831690553574,2.2530330157378775,2.105945837663232,4.938218196566176,1.067459780992294,0.6524201464924866,5.833723476553651,64.87,77.88,0.454430823117338,0.49,0.5,0.5,4.147796899142203,3.716234215994459,0.43156268314774415,0.3194762640524269,0.9192953707496927,0.7130044843049328
NYR,2016,2.794561305929892,2.6582588941679455,2.2974582473883824,2.360636103533169,6.548823055580417,0.7346281213640025,1.2103661529400216,6.544812015313635,80.2,66.39,0.5471041680878641,0.51,0.49,0.5,3.1602860072238936,3.317094091551797,-0.15680808432790316,0.052832262258170386,0.9123732251521298,0.6276595744680851
CGY,2016,2.636223511908751,2.7983487246846894,2.205564431149937,2.3513375709575444,6.768456103305449,0.6549175667993179,0.9101860732783426,6.7469787070784575,74.13,83.31,0.47084603658536583,0.49,0.5,0.5,4.342639627926926,4.016941655832406,0.32569797209451945,0.15657628436247625,0.9070458404074703,0.6742081447963801
LAK,2016,2.7760261659340695,2.5260705234860685,2.4470147127443007,2.0649706199338485,6.346751294471354,0.6779689326874896,0.8428290766208252,5.525540275049116,68.97,67.37,0.5058676837318469,0.52,0.55,0.55,3.4950403235255716,3.4829884603410006,0.012051863184570966,0.10364602338730998,0.905188679245283,0.6042780748663101
ANA,2016,2.7245763704578847,2.5175794127589217,2.2870720745479223,2.0875278518850493,6.624208154415204,0.7821096041834956,0.8984531652821541,5.908908622171298,75.95,56.1,0.575160923892465,0.52,0.5,0.5,4.397781697329536,3.9278817351491195,0.4698999621804161,0.14398216789887094,0.9189300411522634,0.6402439024390244
WPG,2016,2.877196280506227,2.8310315888415185,2.3058358799170966,2.2573144525869195,6.720450281425891,0.7899502406395301,1.0025353725361903,7.1870450642021755,76.36,82.01,0.48216202563616845,0.5,0.49,0.49,4.096814260297426,3.927624290845614,0.16918996945181153,-0.2506428547450402,0.8999215070643642,0.599078341013825
NJD,2016,2.4834389285427863,2.916152057101612,2.130559327085472,2.269596317514985,5.76597004822743,1.1894407310263135,0.44696969696969696,7.781818181818182,60.15,77.64,0.43653385586762466,0.46,0.47,0.47,3.885636378217981,3.801427540299944,0.08420883791803702,0.016962065923490213,0.9063350174893121,0.596244131455399
BOS,2016,3.073779490812397,2.3787917957877704,2.4965958438367193,2.1396996208189463,8.347687822976017,0.7473168146283291,0.8120090223224703,4.786653185035389,86.78,62.06,0.583042192958882,0.56,0.54,0.55,4.061145487448254,3.867757607093575,0.1933878803546789,-0.14733739134522084,0.9048702776513428,0.6507936507936508
STL,2016,2.5199359471463243,2.487184393663199,2.085186034392913,2.024854611776967,5.703872046653231,0.6452553492560352,0.6772205438066465,5.0552265861027195,69.09,67.22,0.5068593646834422,0.5,0.49,0.5,3.637718671003998,3.371838901030284,0.2658797699737141,-0.12327152971508551,0.9071766222604212,0.5869565217391304
DET,2016,2.4598656987054737,2.7227694494443964,2.1042228652704886,2.261807837559468,4.855080325474651,0.727060296265387,0.6833280607402721,6.68848013738871,60.27,70.06,0.46244149466738277,0.47,0.49,0.48,3.5269034319227934,3.730148714440378,-0.20324528251758478,-0.19439813492564267,0.902788844621514,0.6285714285714286
PIT,2016,3.1173385884632085,2.9219412806038947,2.6979344567352426,2.4790985216582238,6.600545950864422,1.3579286955083134,0.8052550231839258,6.367851622874807,81.69,82.37,0.4979275874679995,0.52,0.5,0.51,3.6674571628978923,3.655432713183473,0.012024449714419294,0.16834229600187048,0.9142643204792212,0.680161943319838
DAL,2016,2.9133185711357594,3.1564580134203832,2.4548595773490813,2.5131175355958932,7.066638602399495,1.235108398231951,1.0178201409034398,8.77414007459594,82.29,103.91,0.4419441460794845,0.48,0.5,0.51,3.701525837765913,3.7862012654272243,-0.08467542766131153,0.011370700285947548,0.8935298935298935,0.6858108108108107
TBL,2016,2.8923845927668332,2.7114752345566813,2.4262102722274372,2.318794421349068,6.766024222427876,0.6214139138132218,0.8371759074591145,5.5859593139210215,74.23,66.94,0.5258199334136148,0.52,0.51,0.51,4.125791879393761,4.14984897490043,-0.024057095506669235,0.017080537809734953,0.9101123595505618,0.6382978723404256
WSH,2016,2.7979449644591456,2.7828639795702923,2.376169562726752,2.3162879511170518,7.521731541281201,0.8907313667306686,0.8898419864559819,5.968848758465011,70.45,82.89,0.45943654623712016,0.5,0.52,0.52,3.957250434835064,3.6315011612358363,0.3257492735992278,0.6473965193086877,0.9224364592462752,0.6861924686192469
COL,2016,2.3273121217116883,2.8497007337825973,1.9705585700606447,2.3525055857006065,4.91714198632821,0.5972046849828014,0.6606845588533842,7.483860489666653,59.14,84.26,0.4124128312412831,0.45,0.49,0.48,3.827377728133716,3.4761310378935963,0.35124669024011945,-0.4931988009164712,0.8939684978870535,0.62882096069869
MTL,2016,2.6697856584303006,2.589663215725065,2.3735265385867796,2.1418593292087267,5.040629457507017,0.6758385864813877,0.6774913562956804,6.00446409033218,71.21,67.46,0.5135213095839042,0.51,0.51,0.51,3.6091190407763616,3.3564807079220165,0.2526383328543451,0.20764464881266656,0.9184849732400164,0.7282051282051283
MIN,2016,2.85337350650745,2.3709464741664794,2.4424214136412523,1.9789516407248817,5.822283405124561,0.5419423597850704,0.7598944591029023,6.695673818887838,81.11,55.59,0.5933430870519386,0.55,0.5,0.5,3.200880409873743,3.345825937868026,-0.14494552799428284,-0.11728508973537385,0.9164300202839757,0.6728395061728395
CAR,2016,2.996234778893399,2.6482322153386026,2.5271929364172583,2.389554811803321,7.322950819672132,0.6868852459016395,1.5048533555996242,4.486379292349442,91.66,67.3,0.5766230498238551,0.53,0.52,0.52,2.5475325785088656,3.0402157658619955,-0.4926831873531299,-0.11560029908139291,0.9008620689655172,0.6649746192893401
NSH,2016,2.7409316552173695,2.626124454695883,2.276621848110426,2.1629853899547102,5.7656657693104165,0.7067301718782356,0.7261830217371857,6.542087843277574,79.73,73.46,0.5204647822964946,0.51,0.51,0.51,3.7547008975580405,3.9231810660382087,-0.16848016848016822,-0.021421049992478576,0.9110392236150424,0.6019900497512438
CHI,2016,2.712418716260764,2.7689249294676355,2.3010821675837003,2.355901163380911,5.091428571428572,0.7200000000000001,0.42304230423042305,6.646264626462647,77.44,80.15,0.4914017386890031,0.49,0.5,0.49,2.891575942355898,3.1686853034983384,-0.2771093611424402,0.21469951371992535,0.9176699029126214,0.6666666666666667
